make,description,model,type,DEPT,CATEGORY,SIZE,PACK_QTY,COST,PRICE,available,vendor,REORDER_NO,MIN_ORDER
ROCKFORD,PUNCH BASS KNOB,PEQ,STANDARD,AMP,,,1,26,49.99,0,ROCKFORD,,
PLANET AUDIO,PLANET AUDIO IR HEADPHONE,PHP22,STANDARD,VIDEO,,,1,13,29.99,0,SANTA FE,,
POWER INVERTER,POWER INVERTER,PI150W,STANDARD,INSTALL,,,1,29,49.99,0,WHOLESALE HOUSE,,
ROCKFORD,PUNCH,PLC2,STANDARD,ACCESSORIES,,,1,15.5,34.99,2,ROCKFORD,,
MISC,ALARM BYPASS,PLJX,STANDARD,ALARM,,,1,18,49.99,0,SANTA FE,,
PAC,BEST GM HARNESS,BHA16771,STANDARD,LABOR,,,1,0,24.99,-1,STINGER SOLUTIONS,,
PAC,KIA DIN KIT,KIAK1246,STANDARD,LABOR,,,1,7.34,29.99,0,AMERICAN INTERNATIONAL,,
PAC,KIA DD KIT,KIAK1248,STANDARD,LABOR,,,1,7.34,29.99,1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA COROLLA DD,TOYK958,STANDARD,LABOR,,,1,3.75,24.99,0,AMERICAN INTERNATIONAL,,
PAC,TOYOTA SOLARA KIT 04-08,TOYK964S,STANDARD,LABOR,,,1,10,34.99,0,AMERICAN INTERNATIONAL,,
ROCKFORD,"PUNCH PRO 1"" TWEETER",PP4NT,STANDARD,SPEAKER,,,1,95,149.99,0,ROCKFORD,,
ROCKFORD,PRO TWEETER,PP4T,STANDARD,SPEAKER,,,1,62,109.99,4,ROCKFORD,,
ROCKFORD,PUNCH PRO CROSSOVER,PP4X,STANDARD,SPEAKER,,,1,64,99.99,2,ROCKFORD,,
ROCKFORD,"10"" MIDRANGE",PPS410,STANDARD,SPEAKER,,,1,140,259.99,0,ROCKFORD,,
ROCKFORD,6.5 MID BASS DRIVER,PPS46,STANDARD,SPEAKER,,,1,58,89.99,3,ROCKFORD,,
ROCKFORD,"PUNCH PRO 8""",PPS48,STANDARD,SPEAKER,,,1,61,119.99,-2,ROCKFORD,,
DS18,DS18 PRO 1 BULLET TWEETER 120W,PROTW120B,STANDARD,SPEAKER,,,1,20,49.99,1,DS18,,
DS18,DS18 BULLET TWEETER 100W,PROTWX1,STANDARD,SPEAKER,,,1,20,44.99,1,DS18,,
ROCKFORD,"LOADED 8"" AMP/WOOFER",PS8,STANDARD,SUB,,,1,186,299.99,1,ROCKFORD,,
KENWOOD,"12"" SUB BOX DUAL",PW3021D,STANDARD,SUB,,,1,200,399.99,0,SANTA FE,,
CADENCE,CADENCE 1000 WATT MONO AMP,Q10001D,STANDARD,AMP,,,1,100,229.99,0,SANTA FE,,
ROCKFORD,1200WATT D,R12001D,STANDARD,AMP,,,1,274,439.99,0,ROCKFORD,,
ROCKFORD,PRIME 1200 WATT MONOBLOCK,R21200X1,STANDARD,AMP,,,1,248,429.99,-1,ROCKFORD,,
ROCKFORD,PRIME 250WATTS,R2250X1,STANDARD,AMP,,,1,137,229.99,1,ROCKFORD,,
ROCKFORD,PRIME LOAD SUB BOX,R22X12,STANDARD,SUB,,,1,184,299.99,0,ROCKFORD,,
ROCKFORD,4 CHANNEL 300WATT,R23004,STANDARD,AMP,,,1,165,279.99,1,ROCKFORD,,
ROCKFORD,PRIME 500X1,R2500X1,STANDARD,AMP,,,1,165,279.99,1,ROCKFORD,,
ROCKFORD,4-CHANNEL AMP 500WATT,R2500X4,STANDARD,AMP,,,1,212,359.99,0,ROCKFORD,,
ROCKFORD,PRIME 750 WATT MONO,R2750X1,STANDARD,AMP,,,1,210,349.99,2,ROCKFORD,,
PAC,PAC LINE LEVEL CONTROL W LINE,LC2,STANDARD,LABOR,,,1,13,39.99,0,WHOLESALE HOUSE,,
ROCKFORD,750X5 AMP,R2750X5,STANDARD,AMP,,,1,249,499.99,0,ROCKFORD,,
ROCKFORD,PRIME 10 IN WOOFER,R2D210,STANDARD,SUB,,,1,44,79.99,0,ROCKFORD,,
ROCKFORD,PRIME 12 IN WOOFER,R2D212,STANDARD,SUB,,,1,49,89.99,1,ROCKFORD,,
ROCKFORD,PRIME 10 IN WOOFER,R2D410,STANDARD,SUB,,,1,44,79.99,3,ROCKFORD,,
ROCKFORD,PRIME 12 IN WOOFER,R2D412,STANDARD,SUB,,,1,49,89.99,1,ROCKFORD,,
ROCKFORD,R2 SHALLOW LOADED,R2S1X12,STANDARD,SUB,,,1,100,249.99,1,ROCKFORD,,
ROCKFORD,"PRIME SHALLOW 10""",R2SD210,STANDARD,SUB,,,1,62,119.99,0,ROCKFORD,,
ROCKFORD,"PRIME SHALLOW 12""",R2SD212,STANDARD,SUB,,,1,68,149.99,0,ROCKFORD,,
ROCKFORD,"PRIME 10"" SUB",R2SD410,STANDARD,SUB,,,1,62,119.99,1,ROCKFORD,,
ROCKFORD,"PRIME 12"" SUB",R2SD412,STANDARD,SUB,,,1,51.99,119.99,0,ROCKFORD,,
ROCKFORD,PRIME 4-CH,R4004D,STANDARD,AMP,,,1,173,279.99,0,ROCKFORD,,
PAC,PAC SIGNAL NOIES ISOLATOR,SNI1,STANDARD,LABOR,,,1,7,24.99,1,WHOLESALE HOUSE,,
RAPTOR,RAPTOR 4G AMP KIT,R4AK4,STANDARD,INSTALL,,,1,26.15,69.99,0,SANTA FE,,
ROCKFORD,PRIME 750X1 1OHM,R7501D,STANDARD,AMP,,,1,237,359.99,0,ROCKFORD,,
ROADGEAR,ROADGEAR BACKUP CAM,RC1,STANDARD,ACCESSORIES,,,1,16.25,59.99,0,SANTA FE,,
MISC,WIRE REMOTE 18G,18R,BULK,INSTALL,,,1,0.06,0.25,859,WHOLESALEHOUSE,,
,BREATHALYZER REMOVAL,REMOVE,LABOR,LABOR,,,1,0,150,0,CARTOYZ,,
PAC,USB RETENTION TOYOTA,USBTY1,STANDARD,LABOR,,,1,8.67,29.99,2,STINGER SOLUTIONS,,
PIONEER,PIONEER SIRUS ADAP,CDSB10,STANDARD,SAT RADIO,,,1,54,99.99,0,PIONEER,,
SIRIUS,SIRIUS RADIO,SCC1,STANDARD,SAT RADIO,,,1,50,79.99,0,AUDIOVOX,,
ROCKFORD,BT LIGHTER ADAP,RFBTAUX,STANDARD,AMP,,,1,27,49.99,0,ROCKFORD,,
JBL,JBL 3/4 COMPONENT TWEETER,CLUB3412TAM,STANDARD,SPEAKER,,,1,40,89.99,0,JBL,,
JBL,"JBL 6.5"" CLUB COMPONENTS",CLUB605CSQ,STANDARD,SPEAKER,,,1,135.25,249.99,1,JBL,,
KENWOOD,SINGLE LOADED SUB,PXW1241S,STANDARD,SUB,,,1,119.99,199.99,1,KENWOOD,,
JBL,JBL 2- WAY 6.5 SPK,GT0620,STANDARD,SPEAKER,,,1,60,149.99,0,JBL,,
JBL,JBL STADIUM 6.5 SPEAKERS,GTO620,STANDARD,SPEAKER,,,1,75,179.99,1,,,
JBL,JBL STADIUM SERIES 6X9,GTO930,STANDARD,SPEAKER,,,1,126,229.99,1,JBL,,
JENSEN,"JENSEN 6.5"" 2 WAY SPEAKERS",JS265,STANDARD,SPEAKER,,,1,23,49.99,1,JENSEN,,
ROCKFORD,RCA TO BLUETOOTH ADAP,RFBTRCA,STANDARD,INSTALL,,,1,25,59.99,1,ROCKFORD,,
ROCKFORD,GROUND DIST BLK,RFD4,STANDARD,INSTALL,,,1,12,22.99,0,ROCKFORD,,
ROCKFORD,GM SIDE POST,RFDGM,STANDARD,INSTALL,,,1,3.3,14.99,-1,ROCKFORD,,
ROCKFORD,GM SIDE POST LONG,RFDGML,STANDARD,INSTALL,,,1,4.4,14.99,1,ROCKFORD,,
ROCKFORD,AGU FUSE HOLDER,RFFAGU,STANDARD,INSTALL,,,1,5.3,12.99,0,ROCKFORD,,
ROCKFORD,ANL FUSE HOLDER,RFFANL,STANDARD,INSTALL,,,1,19,49.99,0,ROCKFORD,,
ROCKFORD,AGU DIST BLK,RFFDAGU,STANDARD,INSTALL,,,1,18,44.99,2,ROCKFORD,,
ROCKFORD,100A MAXI FUSE,RFFM100,STANDARD,INSTALL,,,1,2.2,14.99,0,ROCKFORD,,
ROCKFORD,16FT RCA,RFI16,STANDARD,INSTALL,,,1,10.5,24.99,3,ROCKFORD,,
ROCKFORD,3FT RCA,RFI3,STANDARD,INSTALL,,,1,4,7.99,2,ROCKFORD,,
ROCKFORD,6FT RCA,RFI6,STANDARD,INSTALL,,,1,6,14.99,0,ROCKFORD,,
ROCKFORD,RCA DUAL TW HIGH END,RFIT16,STANDARD,INSTALL,,,1,20,36.99,0,ROCKFORD,,
ROCKFORD, 1/0G AMP KIT,RFK1,STANDARD,INSTALL,,,1,157,309.99,1,ROCKFORD,,
ROCKFORD,4G AMP KIT,RFK4I,STANDARD,INSTALL,,,1,92,219.99,2,ROCKFORD,,
ROCKFORD,8G AMP KIT,RFK8I,STANDARD,INSTALL,,,1,45,99.99,9,ROCKFORD,,
ROCKFORD,HARLEY AMP KIT 14 AND UP,RFKHD14,STANDARD,INSTALL,,,1,164,269.99,1,ROCKFORD,,
ROCKFORD,4 GAUGE SPADE,RFTB4,STANDARD,INSTALL,,,1,2.19,9.99,0,ROCKFORD,,
ROCKFORD,8 GAUGE SPADE,RFTB8,STANDARD,INSTALL,,,1,2.19,9.99,3,ROCKFORD,,
ROCKFORD,BLUTOOTH AUX ADAP,RFTBRCA,STANDARD,ACCESSORIES,,,1,25,49.99,0,ROCKFORD,,
ROCKFORD,0 GAUGE RING,RFTS1,STANDARD,INSTALL,,,1,2.7,12.99,3,ROCKFORD,,
ROCKFORD,4 GAUGE RING,RFTS4,STANDARD,INSTALL,,,1,2.7,12.99,1,ROCKFORD,,
ROCKFORD,12 GA SPEAKER WIRE ,RFWP12,STANDARD,INSTALL,,,1,20,39.99,0,ROCKFORD,,
ROCKFORD,16 AWG SPEAKER WIRE ,RFWP1630,STANDARD,INSTALL,,,1,20,39.99,2,ROCKFORD,,
ROCKFORD,RENEGADE 1000 WATT DUAL 12 SYS,RG1000KIT,STANDARD,AMP,,,1,160,299.99,0,ROCKFORD,,
KENWOOD,SUB/AMP PACKAGE,PW121B,STANDARD,SUB,,,1,150,229.99,0,KENWOOD,,
KENWOOD,SUB PACKAGE,PW131TB,STANDARD,SUB,,,1,0,249.99,1,KENWOOD,,
ROCKFORD,RENEGADE SINGLE 12 SYS,RG550KIT,STANDARD,AMP,,,1,110,199.99,0,ROCKFORD,,
METRA,SUBURU OUTBACK 2010-14 KIT,958903S,STANDARD,INSTALL,,,1,11,29.99,0,SANTA FE,,
,LABOR REMOTE START,RMS,LABOR,LABOR,,,1,0,80,0,CARTOYZ,,
PAC,14 UP GM RADIO RETENTION SWC,RP5GM51,STANDARD,INSTALL,,,1,125,219.99,1,SANTA FE,,
PAC,LABOR SAT RADIO TUNER,SAT,LABOR,LABOR,,,1,0,50,957,CAR TOYZ,,
T-SPEC,T SPEC O GAUGE WIRE,V10AK1,STANDARD,INSTALL,,,1,140,299.99,0,METRA,,
T-SPEC,T SPEC 0 GAUGE AMP KIT,V6RAK10,STANDARD,INSTALL,,,1,72.84,149.99,4,METRA,,
SUNDOWN,SUNDOWN MONO FULL RANGE 1000W,SFB1000D,STANDARD,AMP,,,1,118,249.99,0,SUNDOWN AUDIO,,
SUNDOWN,SUNDOWN 5 CHANNEL FULL RANGE,SFB18005D,STANDARD,AMP,,,1,300,599.99,0,AARON TINT,,
MISC,BACKUP CAMERA,SFBPROCAMB,STANDARD,INSTALL,,,1,79.99,199.99,1,SANTA FE,,
MISC,COAXIAL CABLE FOR CAMERA,SFS20M,STANDARD,INSTALL,,,1,25,69.99,1,SANTA FE,,
SHURIKEN,SHURiKEN 500 WATT BATTERY,SKBT18,STANDARD,BATTERY,,,1,40,119.99,1,METRA,,
SHURIKEN,SHRIEKEN BATTERY 600 WATT,SKBT20,STANDARD,INSTALL,,,1,69.98,149.99,0,SANTA FE,,
SHURIKEN,BATTERY BOX FOR SKBT20,SKBT20BX,STANDARD,INSTALL,,,1,14.99,39.99,-1,SANTA FE,,
SHURIKEN,SHURIKEN 800WATT BATTERY,SKBT35,STANDARD,BATTERY,,,1,150,249.99,1,METRA,,
METRA,TOYOTA CAMRY 07-UP DDIN KIT,958218S,STANDARD,INSTALL,,,1,12.01,39.99,1,SANTA FE,,
METRA,TOYOTA COROLLA 14UP KIT,958245CHG,STANDARD,INSTALL,,,1,16.53,39.99,1,SANTA FE,,
SHURIKEN,SHURIKEN 1500 WATT BATTERY,SKBT60,STANDARD,INSTALL,,,1,150,299.99,0,SANTA FE,,
SHURIKEN,BATTERY BOX FOR SKBT60,SKBT60BX,STANDARD,INSTALL,,,1,14,29.99,0,SANTA FE,,
SHURIKEN,SHRIKEN 1800 W BATT,SKBT80,STANDARD,INSTALL,,,1,229.5,399.99,0,SANTA FE,,
JBL,JBL CRUISE BLACK,PWSSPKCRUISEAM,STANDARD,SPEAKER,,,1,0,199.99,0,,,
SHURIKEN,BATTERY BOX,SKBT80BX,STANDARD,INSTALL,,,1,18.7,39.99,1,SANTA FE,,
MISC,RCA CONV,SNI35,STANDARD,INSTALL,,,1,9.98,29.99,0,WHOLESALE HOUSE,,
MISC,0 GAUGE RED,0GR,BULK,INSTALL,,,1,0,11,899.75,SANTA FE,,
,LABOR SPEAKER,SP1,LABOR,LABOR,,,1,0,100,0,CARTOYZ,,
SOUND QUEST,SOUNDQUEST  17FT RCA,SPRCA17,STANDARD,ACCESSORIES,,,1,3.22,11.99,-2,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST ANL FUSE HOLDER,SQFANL,STANDARD,INSTALL,,,1,11.2,29.99,0,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST 4 G AMP KIT,SQK4ANL,STANDARD,INSTALL,,,1,18.95,59.99,0,SANTAFE,,
SOUND QUEST,SOUND QUEST 8 G AMP KIT,SQK8,STANDARD,INSTALL,,,1,11.99,29.99,0,SANTAFE,,
MASSIVE,MASSIVE AUDIO BULLET TWEETS,T35,STANDARD,SPEAKER,,,1,18.99,49.99,0,SANTA FE,,
MASSIVE,MASSIVE BULLET TWEETER 25MM,T40,STANDARD,SPEAKER,,,1,15.99,39.99,0,SANTA FE,,
SOUND QUEST,SOUND QUEST AGU FUSE HOLDER,SQVLAGU,STANDARD,INSTALL,,,1,1.99,11.99,0,STINGER SOLUTIONS,,
PIONEER,PIONEER 6.5 2WAY SPK,TS165P,STANDARD,SPEAKER,,,1,10,39.99,17,PIONEER,,
PIONEER,PIONEER 6X9 2 WAY,TS695P,STANDARD,SPEAKER,,,1,10,39.99,19,PIONEER,,
PIONEER,"PIONEER 5.25"" SPEAKERS",TSA1370F,STANDARD,SPEAKER,,,1,35,89.99,1,PIONEER,,
PIONEER,"PIONEER 5.25"" 3 WAY SPEAKERS",TSA1371F,STANDARD,SPEAKER,,,1,0,89.99,2,PIONEER,,
PIONEER,PIONEER 6.5 COMP SPEAKER,TSA1605C,STANDARD,SPEAKER,,,1,65.41,129.99,0,PIONEER,,
PIONEER,PIONEER 6.5 IN COMP,TSA1606C,STANDARD,SPEAKER,,6.5,1,65.41,129.99,0,PIONEER,,
PIONEER,PIONEER 6.5 3-WAY SPK,TSA1671F,STANDARD,SPEAKER,,,1,40.4,89.99,6,PIONEER,,
PIONEER,PIONEER 4X6 3 WAY 210WATT,TSA4671F,STANDARD,SPEAKER,,,1,45,89.99,1,PIONEER,,
PIONEER,PIONEER 4X6 COAXIAL,TSA4676R,STANDARD,SPEAKER,,,1,40.5,79.99,1,PIONEER,,
PIONEER,PIONEER 2 WAY COMPONENTS,TSA652C,STANDARD,SPEAKER,,,1,0,149.99,2,PIONEER,,
PIONEER,PIONEER 6.5 3 WAY SPK,TSA652F,STANDARD,SPEAKER,,,1,35,99.99,-2,PIONEER,,
PIONEER,PIONEER 6X8 SPK,TSA682F,STANDARD,SPEAKER,,,1,41.5,89.99,0,PIONEER,,
PIONEER,PIONEER 6X8 4WAY,TSA6881F,STANDARD,SPEAKER,,,1,0,89.99,0,PIONEER,,
PIONEER,PIONEER 6X8 SPEAKER,TSA6886R,STANDARD,SPEAKER,,,1,41.3,79.99,0,PIONEER,,
PIONEER,PIONEER 6X9 3 WAY,TSA692F,STANDARD,SPEAKER,,,1,45,99.99,1,PIONEER,,
PIONEER,PIONEER 6X9 4 WAY SPK,TSA6961F,STANDARD,SPEAKER,,,1,45,89.99,3,PIONEER,,
PIONEER,PIONEER 6X9 3 WAY SPK,TSA6976R,STANDARD,SPEAKER,,,1,50.5,99.99,0,PIONEER,,
PIONEER,PIONEER TWEET,TST110,STANDARD,SPEAKER,,,1,28,59.99,-2,PIONEER,,
AXXESS,TOYOTA RVC CAM HARNESS 14UP,AXBUCHT36V,STANDARD,INSTALL,,,1,23.19,49.99,0,SANTA FE,,
BOSS,BOSS BULLET TWEET,TW30,STANDARD,SPEAKER,,,1,17.49,49.99,1,SANTA FE,,
PYRAMID,PYRAMID BULLET TWEET,TW44,STANDARD,SPEAKER,,,1,8.29,34.99,0,WHOLESALE HOUSE,,
PYRAMID,PYRAMID BULLET TWEET,TW46,STANDARD,SPEAKER,,,1,15.95,49.99,4,SANTA FE,,
PYRAMID,PYRAMID TWEET,TW47,STANDARD,SPEAKER,,,1,19.99,49.99,0,WHOLESALE HOUSE,,
PYRAMID,PYRAMID 6.5 MID BASS,W64,STANDARD,SPEAKER,,,1,9,29.99,2,WHOLESALE HOUSE,,
AXXESS,TOYOTO HARNES + SWC 02-12,AXDISTY1,STANDARD,INSTALL,,,1,82,179.99,0,SANTA FE,,
SOUND QUEST,SOUND QUEST ANL FUSE HOLDER,SQVLANL,STANDARD,INSTALL,,,1,3.03,24.99,0,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST OG TO 4G DIST,SSDB2034,STANDARD,INSTALL,,,1,13.26,34.99,1,STINGER SOLUTIONS,,
JBL,"JBL SHALLOW 10"" SUB 200RMS",CLUBWS1000,STANDARD,SUB,,,1,60,139.99,2,JBL,,
SUNDOWN,"SUNDOWN 12"" 500 RMS",E12D4,STANDARD,SUB,,,1,107.72,219.99,2,SUNDOWN,,
SUNDOWN,"SUNDOWN E 8"" SUB",E8V6,STANDARD,SUB,,,1,65,129.99,0,SUNDOWN,,
MASSIVE,"MASSIVE 15"" DUAL 4OHM SUB",GTX154,STANDARD,SUB,,,1,97,199.99,0,SANTA FE,,
SOUND QUEST,SOUND QUEST AGU FUSE HOLDER,SSFAGU,STANDARD,INSTALL,,,1,4.64,14.99,4,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST 17 FT RCA,SSPRCA17,STANDARD,INSTALL,,,1,4.19,13.99,-1,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST 2F 1M RCA,SSPRCA2F,STANDARD,ACCESSORIES,,,1,1.84,6.99,12,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST 1F 2M RCA Y,SSPRCA2M,STANDARD,INSTALL,,,1,1.9,6.99,6,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST 3FT RCA,SSPRCA3,STANDARD,ACCESSORIES,,,1,2.5,8.99,2,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST (-) BATTERY TERM,SSVLBTN,STANDARD,INSTALL,,,1,6.54,24.99,2,STINGER SOLUTIONS,,
KENWOOD,TWEET 160 WATT,KFCST01,STANDARD,SPEAKER,,,1,30,59.99,0,KENWOOD,,
SUNDOWN,"SUNDOWN 12"" 300RMS DUAL 4OHM",LCS12D4,STANDARD,SUB,,,1,57,119.99,0,SUBDOWN,,
KENWOOD,TWEETER,KFCT207,STANDARD,SPEAKER,,,1,35,89.99,0,KENWOOD,,
SOUND QUEST,SOUND QUEST (+) BATTERY TERM,SSVLBTP,STANDARD,INSTALL,,,1,6.54,24.99,2,STINGER SOLUTIONS,,
SOUND QUEST,SOUND QUEST GROUND DIST BLK,SSVLD48,STANDARD,INSTALL,,,1,5.04,19.99,4,STINGER SOLUTIONS,,
JBL,"JBL HARMAN 5.25"" SPEAKERS",STADIUM52F,STANDARD,SPEAKER,,,1,39,99.99,2,SANTA FE,,
JBL,"JBL STAGE 4"" COAXIALS",STAGE3427F,STANDARD,SPEAKER,,,1,37.01,99.99,0,SANTA FE,,
MISC,POWER WIRE 4G,4GR,BULK,INSTALL,,,1,0,6,942,WHOLESALEHOUSE,,
SIRIUS,SIRUS XM TUNER,SXV300V1,STANDARD,SAT RADIO,,,1,44.99,89.99,3,AUDIOVOX,,
METRA,VW MULTI KIT,959011B,STANDARD,INSTALL,,,1,11.2,34.99,1,SANTA FE,,
ROCKFORD,POWER SER SUB DVC 4OH,T0D412,STANDARD,SUB,,,1,201,349.99,0,ROCKFORD,,
ROCKFORD,POWER 1000.1 AMP,T10001BDCP,STANDARD,AMP,,,1,525,879.99,0,ROCKFORD,,
ROCKFORD,T MINI AMP 5C,T1000X5AD,STANDARD,AMP,,,1,440,729.99,0,ROCKFORD,,
ROCKFORD,POWER 1500.1,T1500BDCP,STANDARD,AMP,,,1,514,859.99,0,ROCKFORD,,
ROCKFORD,T 6.5 SPK,T1652,STANDARD,SPEAKER,,,1,75,179.99,0,ROCKFORD,,
ROCKFORD,POWER SER 6.5IN COMPONENT,T1652S,STANDARD,SPEAKER,,,1,192,349.99,0,ROCKFORD,,
ROCKFORD,T 6.5 SPK,T1675,STANDARD,SPEAKER,,,1,88,219.99,2,ROCKFORD,,
ROCKFORD,POWER T1  COMPONENT,T1675S,STANDARD,SPEAKER,,,1,175,349.99,0,ROCKFORD,,
KENWOOD,WIRELESS CARPLAY ANDRO,DMX5710S,STANDARD,HEAD UNIT,,,1,0,379.99,1,KENWOOD,,
KENWOOD,WIRELESS CHARGING MOUN,CAXHL10QI,STANDARD,INSTALL,,,1,38,69.99,0,KENWOOD,,
ROCKFORD, T 6X9 SPK,T1693,STANDARD,SPEAKER,,,1,86,169.99,1,ROCKFORD,,
TVIEW,"TVIEW 17 "" MONITOR W/IR",T176IR,STANDARD,VIDEO,,,1,160,349.99,0,WHOLESALE HOUSE,,
ROCKFORD,"15"" T1 SUB",T1D415,STANDARD,SUB,,,1,399.99,799.99,0,ROCKFORD,,
ROCKFORD,T2 COMPONENTS,T2652S,STANDARD,SPEAKER,,,1,0,349.99,0,ROCKFORD,,
ROCKFORD,"POWER 13"" SUB",T2S113,STANDARD,SUB,,,1,737,1069.99,0,ROCKFORD,,
ROCKFORD,POWER 400.4 AMP,T4004,STANDARD,AMP,,,1,264,439.99,0,ROCKFORD,,
ROCKFORD,ROCKFOR POWER MINI 4CH,T400X4AD,STANDARD,AMP,,,1,263,439.99,0,ROCKFORD,,
ROCKFORD,POWER 500.1 AMP,T5001BDCP,STANDARD,AMP,,,1,321,539.99,0,ROCKFORD,,
ROCKFORD,POWER SERIES AMP,T6004,STANDARD,AMP,,,1,385,639.99,0,ROCKFORD,,
DUAL,"DUAL 12"" LOADED SUB",PXW1221DHP,STANDARD,SUB,,,1,199.99,499.99,0,KENWOOD,,
TVIEW,"TVIEW 9"" LCD HEADREST BLACK",T921PLBK,STANDARD,VIDEO,,,1,155,399.99,0,WHOLESALE HOUSE,,
TVIEW,"TVIEW 9"" LCD HEADREST GRAY",T921PLGR,STANDARD,VIDEO,,,1,155,399.99,0,WHOLESALE HOUSE,,
TVIEW,"TVIEW 9"" LCD HEADREST TAN",T921PLTAN,STANDARD,VIDEO,,,1,155,399.99,0,WHOLESALE HOUSE,,
PAC,TOYOTA JBL AMP INTERFACE,TATO,STANDARD,LABOR,,,1,43,99.99,0,WHOLESALE HOUSE,,
MISC,"TERMINAL CUP 4""",TCRB,STANDARD,INSTALL,,,1,1.94,7.99,0,SANTA FE,,
MISC,"TERMINAL CUP 3""",TCRS,STANDARD,INSTALL,,,1,0.33,4.99,11,SANTA FE,,
MISC,POWER WIRE GROUND,4GB,BULK,INSTALL,,,1,0,6,982,WHOLESALEHOUSE,,
INTRAPHEX,INTRAPHEX BACK UP MIROR,TD43BT,STANDARD,VIDEO,,,1,100,199.99,0,STINGER SOLUTIONS,,
MISC,4'TERMINAL CUP,TERMINALCUP,STANDARD,INSTALL,,,1,0.99,5.99,0,WHOLESALE HOUSE,,
IBEAM,SMALL EYEBALL CAMERA,TERSC,STANDARD,VIDEO,,,1,30,69.99,1,SANTA FE,,
IBEAM,SMALL CAMERA,TESRBC,STANDARD,VIDEO,,,1,30.67,99.99,0,SANTA FE,,
IBEAM,SMALL SQUARE CAMERA,TESSIR,STANDARD,VIDEO,,,1,29,69.99,0,SANTA FE,,
SUNDOWN,"SUNDOWN CLASSIC 12"" SUBS",SA12,STANDARD,SUB,,,1,125,249.99,0,SUNDOWN AUDIO,,
SUNDOWN,"SUNDOWN 12"" 1000RMS SUB",SA12D4,STANDARD,SUB,,,1,172,349.99,2,SUNDOWN,,
SUNDOWN,"SUNDOWN D4 15"" SUB",SA15D4,STANDARD,SUB,,,1,200,399.99,-2,SUNDOWN,,
SUNDOWN,"SUNDOWN 12"" SUB 600 WATT",SLD12,STANDARD,SUB,,,1,125,249.99,0,SUNDOWN,,
AUDIOCONTROL,"AUDIOCONTROL 12"" SHALLOW SUB",SPC12S2,STANDARD,SUB,,,1,100.39,199.99,2,STINGER,,
JBL,"JBL STADIUM 12"" SUBS 500RMS",STADIUM1224,STANDARD,SUB,,,1,118.5,249.99,0,SANTA FE,,
JBL,"JBL DUAL 12""",STAGE1220B,STANDARD,SUB,,,1,120,199.99,0,JBL,,
ROCKFORD,POWER MARINE 400X4 AMP,TM400X4AD,STANDARD,AMP,,,1,347,569.99,-1,ROCKFORD,,
ROCKFORD,"POWER 6.5"" SPK",TMS65,STANDARD,SPEAKER,,,1,237,399.99,1,ROCKFORD,,
PAC,TOYOTA COROLL KIT 03,TOYK960,STANDARD,LABOR,,,1,7.34,29.99,2,WHOLESALE HOUSE,,
PIONEER,"PIONEER 12"" 2000 WATT",TSA120D4,STANDARD,SUB,,,1,55,129.99,0,PIONEER,,
PIONEER,"PIONEER 10"" SUB",TSD10D2,STANDARD,SUB,,,1,70,159.99,0,,,
PIONEER,"PIONEER 600RMS 12"" SUB",TSD12D4,STANDARD,SUB,,,1,65,179.99,0,PIONEER,,
PIONEER,"PIONEER 12"" 1400W DVC SUB",TSW311D4,STANDARD,SUB,,,1,58.5,129.99,0,PIONEER,,
PIONEER,"PIONEER LOAD 12"" SUB AMP PACK",TSWX1220AH,STANDARD,SUB,,,1,330,679.99,0,PIONEER,,
SUNDOWN,SUNDOWN 12' U SERIES SUBS,U12D4,STANDARD,SUB,,,1,278.45,529.99,0,SUNDOWN,,
SUNDOWN,"SUNDOWN U SERIES 15"" SUBS",U15D4,STANDARD,SUB,,,1,305.22,699.99,2,SUNDOWN,,
PAC,TOYOTA TOCOMA AI KIT 05-UP,TOYK972,STANDARD,LABOR,,,1,7,24.99,1,WHOLESALE HOUSE,,
PAC,AI TOYOTA CAMRY KIT,TOYK979,STANDARD,INSTALL,,,1,6.5,29.99,1,WHOLESALE HOUSE,,
JENSEN,"JENSEN SUB 12""",XS12S,STANDARD,SUB,,,1,25,49.99,0,AUDIOVOX,,
PAC,AI TOYOTA KIT 07-UP,TOYK980,STANDARD,INSTALL,,,1,6.5,24.99,0,WHOLESALE HOUSE,,
AUDIOVOX,AUDIOVOX CAMERA,ACA200W,STANDARD,VIDEO,,,1,50,129.99,0,AUDIOVOX,,
PAC,UNIVERSAL TRIGGER,TR7,STANDARD,INSTALL,,,1,16.9,34.99,0,WHOLESALE HOUSE,,
,LABOR TRUNK RELEASE,TRK,LABOR,LABOR,,,1,0,20,0,CARTOYZ,,
PIONEER,PIONEER APPLE CAR PLAY RADIO,AVH1400NEX,STANDARD,VIDEO,,,1,220,349.99,1,PIONEER,,
