Make;Model;Class;Category;Description;On Hand;Availble;On Order;Committed;Defective;Sold this Year;Barcode SKU;Cost;Retail
METRA;AXACCH4;HARNESS;ADV;Chrysler/Dodge/Jeep Camera Interface;0;0;0;0;0;;086429386741;$186.07;$319.99
AXXESS;AXABHHN1;HARNESS;STANDARD;Amp Bypass Harness - Honda 2016-Up;1;1;0;0;0;;086429387038;$10.00;$29.99
AXXESS;AXABHGM1;HARNESS;STANDARD;GM AMP BYPASS HARNESS;2;2;0;0;0;;;$12.00;$29.99
AXXESS;AXABHFD1;HARNESS;STANDARD;Ford Amp Bypass Harness 2011-2017 (Sony;1;1;0;0;0;;086429387014;$10.00;$29.99
AXXESS;AXABHCH4;HARNESS;STANDARD;Chrysler Amp Bypass Harness 2015-Up;1;1;0;0;0;;086429387007;$10.00;$29.99
AXXESS;AXABHCH3;HARNESS;STANDARD;DODGE AMP BYPASS HARNESS;1;1;0;0;0;;;$12.00;$29.99
AXXESS;AXABHCH2;HARNESS;STANDARD;AMP BYPASS HARNESS;1;1;0;0;0;1;;$12.00;$29.99
AXXESS;AX2USB;ACCESSORY;ADAPTER;Dual USB Cigarette Sized Filler/ Chargin;2;2;0;0;0;1;086429387458;$10.00;$29.99
RAPTOR;AW669SP;SPKR;COAX;6 X 9 Dual Cone Speaker (Each);2;2;0;0;0;2;;$35.00;$69.99
RAPTOR;AW668SP;SPKR;COAX;6 X 8 Dual Cone Speaker (Each);2;2;0;0;0;6;;$35.00;$69.99
RAPTOR;AW660SP;SPKR;COAX;6.5 Dual Cone Speaker (Each);3;3;0;0;0;3;;$35.00;$69.99
AUDIOVOX;AVXSB10DD2;VIDEO;VIDEO;AUDIOVOX DUAL 10.1 SEAT-BACK;1;1;0;0;0;;044476140396;$980.00;$1,849.99
AUDIOVOX;AVXMTGHR9HD;VIDEO;HRM;AUDIOVOX 9 HEADREST/ DVD;2;2;3;0;0;3;044476125492;$195.00;$399.99
PIONEER;AVHW4500NEX;SCREEN;2DIN;In-Dash Multimedia Receiver with DVD;0;0;0;0;0;2;884938429702;$721.00;$999.99
PIONEER;AVH3500NEX;SCREEN;1DIN;7 Flip-out w/ DVD, Carplay,Android Auto;0;0;0;0;0;4;884938426091;$605.90;$829.99
PIONEER;AVH2550NEX;RADIO;CD;Multimedia DVD Receiver with 6.8 WVGA D;0;0;0;0;0;1;884938415590;$474.50;$649.99
PIONEER;AVH241EX;SCREEN;2DIN;6.2 DVD Player w/ BT Touch;1;1;0;0;0;16;884938479066;$246.30;$329.99
LABOR;AUX;LABOR;;AUX OR FM MODULATOR;0;0;0;0;0;;;$0.00;$75.00
BEST KIT;AUDK616;DASH KIT;STANDARD;2007-2015 AUDI TT;1;1;0;0;0;;;$37.85;$49.99
PAC;AUDK615;DASH KIT;STANDARD;DASH KIT AUDI A3;1;1;0;0;0;0;012339615008;$29.19;$39.99
PAC;AUDK611;DASH KIT;STANDARD;DASH KIT AUDI A6;1;1;0;0;0;;012339061102;$32.12;$39.99
PAC;AUDK610;DASH KIT;STANDARD;DASH KIT AUDI A4 A6 A8 TT;1;1;0;0;0;;012339006103;$8.37;$29.99
PAC;AU2;DASH KIT;STANDARD;DASH KIT AUDI A4 / AS;1;1;0;0;0;;;$13.00;$39.99
INSTALLBAY;ASPA;ACCESSORY;;Glue Spray All;4;4;0;0;0;;;$5.07;$17.99
FOCAL;ASE165;SPKR;CMP;6.5 2-Way Component Kit;5;5;2;0;0;19;3544054750766;$110.00;$219.99
FOCAL;ASE130;SPKR;CMP;5.25 2-Way Component Kit;2;2;0;0;0;;044476134876;$110.00;$219.99
LABOR;ARS;LABOR;ALARM;ALARM /REMOTE START;0;0;0;0;0;;;$0.00;$295.00
AUDIOPIPE;AQK1210BG;ACCESSORY;HARNESS;AUDIOPIPE 10GA 12 DISCONNECT;1;1;0;0;0;2;;$2.65;$17.99
AUDIOPIPE;APV20;RCA;2CH;AUDIOPIPE VIDEO 20F RCA;0;0;0;0;0;1;;$15.00;$29.99
PAC;APSUBGM61;LOC;ADV;AmpPRO SUB Interface for GM 2014-19;1;1;0;0;0;4;609098834186;$192.03;$349.00
PAC;APSUBFD21;LOC;ADV;AmpPRO SUB Interface for Ford 2011-19;1;1;0;0;0;;609098834179;$159.76;$299.00
PAC;APSUBCH42;LOC;ADV;Amp PRO for 2021-2024 Chrysler, Dodge,;1;1;0;0;0;;;$159.76;$299.00
PAC;APSUBCH41;LOC;ADV;AmpPRO SUB Interface for Chry. 2013-20;2;2;0;0;0;4;609098834162;$159.76;$299.00
PAC;APSUBCH21;LOC;ADV;AmpPRO SUB Interface for Chry. 2007-15;2;2;0;0;0;;609098834155;$159.76;$299.00
PRESTIGE;APS997Z;AL/RS;COMBO;2-Way LCD Remote Start/Security (1-Mile);1;1;0;0;0;10;044476135569;$180.00;$549.99
PRESTIGE;APS57TM;AL/RS;RS;1-Way Remote Start w/ Keyless Entry;1;1;0;0;0;28;;$60.00;$350.00
PAC;APHTY04;HARNESS;ADV;PAC TOYOTA / LEXUS  AMP BYPASS HAR;1;1;0;0;0;;609098828512;$43.02;$59.99
PAC;APHTY03;HARNESS;ADV;PAC TOYOTA / LEXUS  AMP BYPASS HAR;0;0;0;0;0;;609098828505;$43.02;$59.99
PAC;APHTY02;HARNESS;ADV;PAC TOYOTA / LEXUS  AMP BYPASS HAR;1;1;0;0;0;0;609098828499;$43.02;$59.99
PAC;APHTY01;HARNESS;ADV;PAC TOYOTA / LEXUS  AMP BYPASS HAR;1;1;0;0;0;1;609098828482;$43.02;$59.99
PAC;APHGM02;HARNESS;ADV;PAC GM AMP BYPASS T-HARNESS;1;1;0;0;0;;609098828420;$43.02;$59.99
PAC;APHFD01;HARNESS;ADV;PAC FORD  AMP BYPASS T-HARNESS;1;1;0;0;0;1;609098827386;$64.58;$79.99
PAC;APHCH42;HARNESS;LOC;AP4 Harness for Select 2021+ Jeep/Ram/Ch;1;1;0;0;0;;609098900706;$30.00;$59.99
PAC;APHCH03;HARNESS;STANDARD;Speaker Connection Harnes works AP4-CH41;1;1;0;0;0;;609098833530;$37.30;$59.99
PAC;APHCH01;HARNESS;ADV;PAC DODGE AMP BYPASS HARNESS;1;1;0;0;0;;609098827416;$43.02;$59.99
PAC;AP4TY14;HARNESS;ADV;2022+ Toyota Amplied Integration Interf;0;0;0;0;0;;609098907330;$289.00;$499.00
PAC;AP4TY13;HARNESS;ADV;TOYOTA AMP-PRO INTEGRATION;1;1;0;0;0;;609098828291;$289.00;$499.00
PAC;AP4TY12;HARNESS;ADV;TOYOTA AMP-PRO INTEGRATION;1;1;0;0;0;;609098826112;$289.00;$499.00
PAC;AP4TY11;HARNESS;ADV;TOYOTA AMP-PRO INTEGRATION;0;0;0;0;0;;609098826099;$289.00;$499.00
PAC;AP4GM71;HARNESS;ADV;2019+ GM W/Bose Amplifier Integration;1;1;0;0;0;;609098903509;$349.00;$649.00
PAC;AP4GM61;HARNESS;ADV;GM AMP-PRO INTEGRATION;1;1;0;0;0;;609098826105;$329.00;$599.00
PAC;AP4FD31;HARNESS;ADV;FORD AMP-PRO INTEGRATION;0;0;0;0;0;;609098900409;$329.00;$599.00
PAC;AP4FD21;HARNESS;ADV;FORD AMP-PRO INTEGRATION;1;1;0;0;0;2;609098817042;$289.00;$499.00
PAC;AP4FD11;HARNESS;ADV;FORD AMP-PRO INTEGRATION;1;1;0;0;0;;609098826082;$289.00;$499.00
PAC;AP4CH42;HARNESS;ADV;Amp PRO 2021-24 Chrysler, Dodge, Jeep;2;2;0;0;0;-1;;$289.00;$449.00
PAC;AP4CH41;HARNESS;ADV;CHRYSLER AMP-PRO INTEGRATION;1;1;0;0;0;5;609098817011;$290.00;$489.99
PAC;AP4CH21;HARNESS;ADV;AmpPRO Integration for Chry/Dod/Jeep;0;0;0;0;0;;609098819961;$289.00;$499.00
PAC;AOEMGM1416;HARNESS;ADV;Amplifier Interface For GM w/ Os3bose;1;1;0;0;0;0;606523106832;$50.66;$69.99
INSTALLBAY;ANL80;ACCESSORY;FUSE;80 AMP ANL FUSE;8;8;0;0;0;6;086429283170;$2.00;$5.99
RAPTOR;ANL500;ACCESSORY;FUSE;RAPTOR ANL 500AMP FUSE;13;13;0;0;0;19;;$2.00;$6.99
METRA;ANL400;ACCESSORY;FUSE;ANL 400 AMP Fuse;12;12;0;0;0;4;086429395590;$2.00;$6.99
RAPTOR;ANL300;ACCESSORY;FUSE;RAPTOR ANL 300AMP FUSE;13;13;0;0;0;35;;$1.13;$6.99
RAPTOR;ANL250;ACCESSORY;FUSE;RAPTOR ANL 250AMP FUSE;15;15;0;0;0;19;;$1.13;$6.99
RAPTOR;ANL200;ACCESSORY;FUSE;RAPTOR ANL 200AMP FUSE;15;15;0;0;0;27;;$1.13;$6.99
RAPTOR;ANL150;ACCESSORY;FUSE;RAPTOR ANL 150AMP FUSE;55;55;0;0;0;71;;$1.25;$6.99
RAPTOR;ANL100;ACCESSORY;FUSE;RAPTOR ANL 100AMP FUSE;20;20;0;0;0;31;;$1.13;$6.99
PAC;ANCCH01;HARNESS;STANDARD;PAC ANC MODULE BYPASS HARNESS;2;2;0;0;0;;609098831680;$22.24;$39.99
SCOSCHE;AMYC4X2SD;RCA;Y;SCOSCHE Y ADAPTER;2;2;0;0;0;4;;$4.00;$7.99
LABOR;AMP0;LABOR;AMP;Amplifier 0 Gauge;0;0;0;0;0;;;;$290.00
LABOR;AMP;LABOR;AMP;AMPLIFIER;500;496;0;4;0;;;;$235.00
LABOR;ALA;LABOR;ALARM;ALARM;0;0;0;0;0;;;$0.00;$199.00
ALPINE;AL160407;HARNESS;STANDARD;HARNESS ALPINE  16 PIN;0;0;0;0;0;;;$7.00;$19.99
ALPINE;AL1604;HARNESS;STANDARD;HARNESS ALPINE;0;0;0;0;0;2;;$2.00;$19.99
ALPINE;AL16000;HARNESS;STANDARD;HARNESS ALPINE  16 PIN;2;2;0;0;0;;;$7.17;$19.99
METRA;AK8OFC;AMP KIT;OFC;8 GA OFC Amp Kit;0;0;0;0;0;;086429411108;$36.00;$89.99
AUDIOPIPE;AIQS35353;ACCESSORY;;AUDIOPIPE AUX 3-F CABLE;0;0;0;0;0;4;;$4.00;$14.99
LABOR;AIO;LABOR;VIDEO;FLIP DOWN MONITOR;0;0;0;0;0;;;$0.00;$350.00
INSTALLBAY;AGU80;ACCESSORY;FUSE;Absolute  80 Amp 12 Volt;34;34;0;0;0;26;;$1.00;$2.50
KICKER;AFS100;ACCESSORY;FUSE;KICKER FUSE 100A PAIR;3;3;0;0;0;16;;$4.00;$9.99
PRESTIGE;ADSTHRTL7;AL/RS;T-HARNESS;TOYOTA TL7 T-HARNESS KIT;1;1;0;0;0;5;627780001296;$51.25;$99.99
PRESTIGE;ADSTHRTL5;AL/RS;T-HARNESS;TOYOTA TL5 T-HARNESS KIT;0;0;0;0;0;11;627780006178;$51.25;$99.99
PRESTIGE;ADSTHRTL10;AL/RS;T-HARNESS;Toyota T-harness;0;0;0;0;0;2;;$100.00;$195.00
PRESTIGE;ADSTHRSU2;AL/RS;T-HARNESS;subaru / toyota t-harness RMS;1;1;0;0;0;1;;$60.00;$119.99
PRESTIGE;ADSTHRSU1;AL/RS;T-HARNESS;Subaru SU1 T-Harness Kit - includes RFID;1;1;0;0;0;1;;$75.00;$150.00
PRESTIGE;ADSTHRNI5;AL/RS;T-HARNESS;NISSAN NI5 T-HARNESS KIT;2;2;1;0;0;2;627780006154;$51.25;$99.99
PRESTIGE;ADSTHRNI4;AL/RS;T-HARNESS;NISSAN NI4 T-HARNESS KIT;2;2;0;0;0;2;627780006147;$51.25;$99.99
PRESTIGE;ADSTHRNI3;AL/RS;T-HARNESS;NISSAN NI3 T-HARNESS KIT;1;1;1;0;0;4;627780001159;$51.25;$99.99
PRESTIGE;ADSTHRNI10;AL/RS;T-HARNESS;T-Harness Nissan 2018-Up;1;1;0;0;0;;627780001159;$53.00;$99.99
PRESTIGE;ADSTHRMA6;AL/RS;T-HARNESS;Mazda T-Harness;2;2;0;0;0;;;$66.00;$119.99
PRESTIGE;ADSTHRMA3;AL/RS;T-HARNESS;MAZDA MA3 T-HARNESS KIT;2;2;0;0;0;1;627780005225;$54.00;$100.00
PRESTIGE;ADSTHRHK9;AL/RS;T-HARNESS;KIA / HYUNDAI T-HARNESS;2;2;0;0;0;1;627780003085;$40.00;$99.99
PRESTIGE;ADSTHRHK8;AL/RS;T-HARNESS;KIA / HYUNDAI T-HARNESS;1;1;0;0;0;1;627780002804;$45.00;$109.99
PRESTIGE;ADSTHRHA8;AL/RS;T-HARNESS;HONDA HA8 T-HARNESS KIT;1;1;0;0;0;;627780002385;$51.25;$99.99
PRESTIGE;ADSTHRHA3;AL/RS;T-HARNESS;HONDA HA3 T-HARNESS KIT;0;0;0;0;0;4;627780006161;$51.25;$99.99
PRESTIGE;ADSTHRHA10;AL/RS;T-HARNESS;T-Harness Honda/Acura (w/Takeover);1;1;0;0;0;2;627780002408;$60.00;$120.00
PRESTIGE;ADSTHRGM7;AL/RS;T-HARNESS;GM GM7 T-HARNESS KIT;1;1;0;0;0;;;$25.25;$50.00
AUDIOVOX;ADSTHRGM14;AL/RS;T-HARNESS;T-Harness for Select GM PTS models 2020+;1;1;0;0;0;;;$68.63;$179.99
PRESTIGE;ADSTHRGM13;AL/RS;T-HARNESS;GM GM13 T-HARNESS KIT;0;0;0;0;0;6;627780003467;$45.00;$89.99
PRESTIGE;ADSTHRGM12;AL/RS;T-HARNESS;GM GM12 T-HARNESS KIT;2;2;0;0;0;3;044476135705;$45.00;$89.99
PRESTIGE;ADSTHRGM10;AL/RS;T-HARNESS;GM GM10 T-HARNESS KIT;2;2;0;0;0;2;627780005188;$25.25;$50.00
PRESTIGE;ADSTHRFM8;AL/RS;T-HARNESS;FORD FM8 T-HARNESS KIT;2;2;0;0;0;5;627780001678;$45.00;$89.99
PRESTIGE;ADSTHRCH4;AL/RS;T-HARNESS;CHRYSLER CH4 T-HARNESS KI;1;1;1;0;0;1;627780005195;$25.25;$50.00
PRESTIGE;ADSTHRCH12;AL/RS;T-HARNESS;Chrysler/Dodge/Jeep T-HARNESS;2;2;0;0;0;3;627780003306;$35.00;$69.99
PRESTIGE;ADSTHRBZ3;AL/RS;T-HARNESS;BMW/MERCEDES T-Harness;0;0;0;0;0;;627780002705;$121.00;$249.99
PRESTIGE;ADSTHRBZ1;AL/RS;T-HARNESS;BMW/MERCEDES T-Harness;0;0;0;0;0;;627780002682;$121.00;$249.99
PRESTIGE;ADSTHRBM1;AL/RS;T-HARNESS;BMW/MERCEDES T-Harness;1;1;0;0;0;;627780002675;$121.00;$249.99
IDATALINK;ADSRNGC1;AL/RS;RS;IDATALINK IMMOBILIZER RING;1;1;0;0;0;;;$20.00;$39.99
LABOR;ADSR;LABOR;ADS;ADS INTERLOCK SYSTEM REMOVE;0;0;0;0;0;;;$0.00;$125.00
IDATALINK;ADSMSW;HARNESS;SWC;Maestro Steering Wheel Control;5;5;0;0;0;9;;$45.00;$109.99
IDATALINK;ADSMRR2;HARNESS;ADV;IDATALINK MAESTRO RR / SWC;2;2;1;0;0;3;627780002750;$150.00;$249.99
IDATALINK;ADSMRR;HARNESS;ADV;IDATALINK MAESTRO RR / SWC;4;4;0;0;0;34;627780005669;$100.00;$189.99
IDATALINK;ADSMAR;HARNESS;ADV;Factory Amplifier Replacement Module;0;0;0;0;0;;;$70.00;$129.99
LABOR;ADSE;LABOR;ADS;ADS INTERLOCK Calibration;0;0;0;0;0;;;$0.00;$35.00
LABOR;ADSD;LABOR;ADS;ADS DIAGNOSIS AND REPAIR;0;0;0;0;0;;;$0.00;$100.00
IDATALINK;ADSAHRPWR;AL/RS;RS;HIGH CURRENT HARNESS W/ FLRSBA;0;0;0;0;0;2;627780002439;$12.75;$39.99
LABOR;ADS2;LABOR;ADS2;ADS  Ignition Interlock System;0;0;0;0;0;;;;$395.00
LABOR;ADS1;LABOR;ADS;ADS  Ignition Interlock System;0;0;0;0;0;;;;$275.00
LABOR;ADS;LABOR;ADS;ADS INTERLOCK SYSTEM;0;-1;0;1;0;;;$0.00;$225.00
FOCAL;ACX690;SPKR;COAX;6 X 9 3-Way Coaxial Kit;5;5;0;0;0;5;033991068780;$110.00;$219.99
FOCAL;ACX570;SPKR;COAX;5 X 7 2-Way Coaxial Kit;4;4;0;0;0;6;3544059750235;$100.00;$199.99
FOCAL;ACX165S;SPKR;COAX;6.5 2-Way Slim Coaxial Kit;1;1;0;0;0;3;3544059750761;$85.00;$169.99
FOCAL;ACX165;SPKR;COAX;6.5 2-Way Coaxial Kit;2;2;0;0;0;16;3544058750762;$85.00;$169.99
FOCAL;ACX130;SPKR;COAX;5.25 2-Way Coaxial Kit;0;0;0;0;0;4;3544057750763;$85.00;$169.99
FOCAL;ACX100;SPKR;COAX;4 2-Way Coaxial Kit;0;0;0;0;0;1;3544056750764;$67.50;$134.99
PAC;ACUK864;DASH KIT;STANDARD;DASH KIT ACURA  RSX / S;1;1;0;0;0;4;012339008640;$16.17;$29.99
PAC;ACUK862;DASH KIT;STANDARD;DASH KIT D-DIN ACURA CL / TL;1;1;0;0;0;3;012339008626;$10.76;$29.99
AUDIOCONTROL;ACR4;ACCESSORY;KNOB;Dual control knob Epicenter Micro;0;0;0;0;0;1;;$40.32;$59.99
AUDIOCONTROL;ACR3;ACCESSORY;KNOB;Amp/Processor Wired Level Control;1;1;0;0;0;3;855814005365;$14.03;$59.99
AUDIOCONTROL;ACR2;ACCESSORY;KNOB;AUDIOCONTROL KNOB;0;0;0;0;0;1;855814005358;$16.97;$49.99
AUDIOCONTROL;ACR1;ACCESSORY;KNOB;AUDIOCONTROL KNOB;3;3;0;0;0;10;855814005341;$30.53;$49.99
JL AUDIO;ACP112LGTW1;ENCLOSURE;POWERED; Amplified MicroSub w/ single 12TW1 (slo;1;1;0;0;0;4;699440933339;$541.00;$899.99
JL AUDIO;ACP110LGTW1;ENCLOSURE;POWERED; Amplified MicroSub w/ single 10TW1 (slo;2;2;0;0;0;1;699440933322;$481.00;$799.99
JL AUDIO;ACP108LGW3V3;ENCLOSURE;POWERED; Amplified MicroSub w/ single 8W3v3 (slo;0;0;0;0;0;1;699440933308;$361.00;$599.99
IDATALINK;ACCHUPIO1;HARNESS;ADV;Adapter harness for Pioneer radios;3;3;0;0;0;4;;$6.00;$24.99
IDATALINK;ACCHUKEN3;HARNESS;STANDARD;iDatalink Maestro ACC-HU-KEN3;2;2;0;0;0;;;$14.00;$29.99
IDATALINK;ACCHUKEN2;HARNESS;ADV;Adapter harness for Kenwood radios;2;2;0;0;0;;;$6.00;$29.99
IDATALINK;ACCHUKEN1;HARNESS;ADV;Adapter harness for Kenwood radios;2;2;0;0;0;;;$6.00;$24.99
IDATALINK;ACCHUALP1;HARNESS;ADV;Adapter harness for Alpine radios;1;1;0;0;0;;;$6.00;$24.99
LABOR;ACC;LABOR;;RUN ACCESSORY;0;0;0;0;0;;;$0.00;$75.00
PAC;ABS1200P;ACCESSORY;;12X12 PLAIN ABS SHEET;6;6;0;0;0;;;$2.00;$17.99
PAC;ABS1200D;ACCESSORY;;12X12 PLAIN ABS SHEET W/CUT;3;3;0;0;0;;;$2.49;$17.99
PAC;ABS1200;ACCESSORY;;12X12 PLAIN ABS SHEET;1;1;0;0;0;;;$2.49;$17.99
ALPINE;AB2016;ACCESSORY;MIC;ALPINE BLUTOOTH MIC;1;1;0;0;0;1;;$15.00;$29.99
PAC;AA1576B;DASH KIT;STANDARD;DASH KIT MDX 01 & UP;1;1;0;0;0;;;$5.99;$29.99
METRA;A35MM6;ACCESSORY;;Metra Aux 6-Feet Cable;0;0;0;0;0;;;$5.00;$14.99
METRA;A35MM2;ACCESSORY;;Metra Aux 2-Feet Cable;0;0;0;0;0;;;$4.00;$12.99
MISC;9WIRE;WIRE;CCA;9-Wire for 4-Channel Amp and Turn-On;1;160;0;0;0;;609098796262;$0.80;$2.95
METRA;999605B;DASH KIT;STANDARD;Porsche 911 / Boxster 1997-2002;1;1;0;0;0;;086429325924;$16.96;$49.99
METRA;999604B;DASH KIT;STANDARD;Porsche Cayenne 2003-2010;1;1;0;0;0;;086429319664;$13.00;$39.99
METRA;999600;DASH KIT;ADV;Harley-Davidson 1998-2013;1;1;0;0;0;3;086429288526;$22.00;$59.99
METRA;999501B;DASH KIT;STANDARD;Jaguar X and  S Series;1;1;0;0;0;1;086429215881;$35.90;$59.99
METRA;999402B;DASH KIT;STANDARD;Land Rover Range Rover 2003-2012;0;0;0;0;0;;086429359455;$21.00;$49.99
METRA;999326B;DASH KIT;ADV;Mini Cooper Hardtop: Coupe 3-Dr (F56) 20;1;1;0;0;0;;086429401321;$40.75;$69.99
METRA;999309;DASH KIT;STANDARD;Mini 2007-2015;1;1;0;0;0;1;086429216710;$22.00;$49.99
METRA;999306B;DASH KIT;STANDARD;BMW 3-Series 2006-2013 / 1-Series 2008-2;0;0;0;0;0;;086429199358;$13.64;$29.99
METRA;999305;DASH KIT;STANDARD;BMW X3 2004-2010;1;1;0;0;0;2;086429153756;$10.55;$29.99
METRA;999303;DASH KIT;STANDARD;BMW Z4 2003-2008;2;2;0;0;0;;086429138685;$10.01;$29.99
METRA;999230G;DASH KIT;STANDARD;Volvo S80 1999-2006 1 & 2-Din Kit;1;1;0;0;0;1;086429343058;$22.00;$49.99
METRA;999229G;DASH KIT;STANDARD;Volvo S60/V70 2001-2004;0;0;0;0;0;;086429316755;$15.69;$34.99
METRA;999226;DASH KIT;ADV;No longer available - Please order part;0;0;0;0;0;;;$43.00;$79.99
METRA;999224;DASH KIT;ADV;No Longer Available - Use replacement pa;1;1;0;0;0;;;$38.00;$79.99
METRA;999109B;DASH KIT;STANDARD;Audi A3 2006-2013 1/2-Din;1;1;0;0;0;;086429334100;$20.00;$39.99
METRA;999107B;DASH KIT;ADV;Audi A4/RS 4/S4 2002-2008 (with Symphony;1;1;0;0;0;2;086429204083;$36.40;$54.99
METRA;999105;DASH KIT;ADV;Audi A4 2000-2001;1;1;0;0;0;;086429160433;$20.41;$59.99
METRA;999101;DASH KIT;ADV;NLA - PLEASE ORDER PART 99-9108B;0;0;0;0;0;;;$36.00;$79.99
METRA;999014HG;DASH KIT;STANDARD;Volkswagen Jetta 2019-Up;1;1;0;0;0;;086429392667;$27.00;$44.99
METRA;998912HG;DASH KIT;ADV;Subaru BRZ 2016-Up;1;1;0;0;0;;086429401352;$40.25;$64.99
METRA;998906HG;DASH KIT;ADV;Subaru Legacy / Outback 2015-2019;0;0;0;0;0;;086429305674;$28.40;$59.99
METRA;998725B;DASH KIT;ADV;Mercedes Benz C-Class 2012-2015;1;1;0;0;0;;086429359851;$26.85;$74.99
METRA;998723B;DASH KIT;STANDARD;Mercedes-Benz GL 2007-2012 / ML 2006-201;1;1;0;0;0;1;086429345410;$20.09;$49.99
METRA;998721B;DASH KIT;STANDARD;Mercedes C Class 2005-2007;1;1;0;0;0;;086429286157;$16.22;$49.99
METRA;998720B;DASH KIT;STANDARD;Smart ForTwo 2011-up radio installation;1;1;0;0;0;1; 086429286195;$14.00;$39.99
METRA;998716B;DASH KIT;STANDARD;MERCEDES GLK 10-12 DIN KIT;1;1;0;0;0;;086429247585;$15.90;$29.99
METRA;998713;DASH KIT;ADV;Mercedes SLK 2005-2011;1;1;1;0;0;1;086429161836;$23.96;$69.99
METRA;998712;DASH KIT;ADV;NLA - USE PART 95-8721B or 99-8721B;0;0;0;0;0;;;$35.00;$79.99
METRA;998300;DASH KIT;STANDARD;Toyota Multi-kit 2000-up;1;1;0;0;0;1;086429288595;$19.70;$59.99
METRA;998271S;DASH KIT;ADV;Toyota 4 Runner 2010-Up - Silver;1;1;0;0;0;;086429416448;$47.00;$74.99
METRA;998271CHG;DASH KIT;ADV;Toyota 4 Runner 2010-Up - High Gloss Cha;0;0;0;0;0;;086429416462;$53.50;$74.99
METRA;998266BLHG;DASH KIT;ADV;Toyota Camry (with separate climate beze;1;1;0;0;0;;086429368587;$63.00;$94.99
METRA;998263HG;DASH KIT;STANDARD;Toyota Avalon 2011-2012 (with Navigation;1;1;0;0;0;1;086429334117;$23.06;$49.99
METRA;998260B;DASH KIT;ADV;DDIN Toyota Highlander 2001-07 (W/ NAV);0;0;0;0;0;1;086429333431;$31.40;$59.99
METRA;998252;DASH KIT;STANDARD;Toyota Tundra 2014-UP/ match the factory;1;1;0;0;0;1;086429319657;$20.00;$49.99
METRA;998251B;DASH KIT;STANDARD;Toyota Tacoma 2016-Up;1;1;0;0;0;1;086429319695;$13.25;$29.99
METRA;998240B;DASH KIT;STANDERD;Toyota Prius 2004-2009 radio installatio;0;0;0;0;0;;086429279876;$20.00;$49.99
METRA;998233B;DASH KIT;STANDARD;Toyota Avalon 2011-2012  (without factor;1;1;0;0;0;;086429266036;$17.91;$44.99
METRA;998232B;DASH KIT;STANDARD;Toyota Camry 2012-2014;2;2;0;0;0;;086429265695;$14.63;$29.99
METRA;998229S;DASH KIT;STANDARD;2011-14 Toyota Sienna Radio Install Kit;1;1;0;0;0;;086429229765;$15.00;$39.99
METRA;998227CHG;DASH KIT;ADV;toyota 4 runner kit;1;1;0;0;0;;;$33.13;$69.99
METRA;998226B;DASH KIT;STANDARD;PRIUS 2010-2015;1;1;0;0;0;;086429218912;$14.20;$39.99
METRA;998223S;DASH KIT;STANDARD;Toyota Corolla 2009-up Radio Install Kit;1;1;0;0;0;1;086429183135;$15.00;$29.99
METRA;998220CHG;DASH KIT;ADV;Sequoia 2008-2022 / Tundra 2007-2013  -;0;0;0;0;0;;086429223107;$58.00;$69.99
METRA;998214TG;DASH KIT;STANDARD;Toyota Tacoma 2005-2011 - Gray;0;0;0;0;0;;086429173778;$21.61;$49.99
METRA;998213;DASH KIT;STANDARD;Toyota Prius 2004-2009;1;1;0;0;0;;086429138388;$13.68;$29.99
METRA;998212;DASH KIT;STANDARD;Toyota Solara 2004-2008;1;1;0;0;0;;086429136674;$17.20;$29.99
METRA;998211;DASH KIT;STANDARD;Toyota Avalon 2000-2004;0;0;0;0;0;1;086429125944;$12.51;$29.99
METRA;998165;DASH KIT;STANDARD;Lexus LS Series 1995-2000;0;0;0;0;0;;086429340712;$10.00;$29.99
METRA;998164G;DASH KIT;ADV;Lexus RX300 (US Model Vehicles Only) 199;0;0;0;0;0;;086429354498;$385.00;$499.99
METRA;998162G;DASH KIT;STANDARD;Lexus ES350 2007-2012;1;1;0;0;0;1;086429310456;$20.00;$49.99
METRA;998161S;DASH KIT;ADV;Lexus SC430;0;0;0;0;0;;086429304554;$51.75;$74.99
METRA;998159S;DASH KIT;STANDARD;Lexus RX Series 2004-2009;0;0;0;0;0;1;086429264254;$15.16;$49.99
METRA;998158G;DASH KIT;STANDARD;Lexus ES300 / ES330 2002-2006;1;1;0;0;0;1;086429253821;$20.09;$49.99
METRA;998156;DASH KIT;STANDARD;Lexus LS Series 1990-1994;0;0;0;0;0;;086429140114;$15.50;$29.99
METRA;998155;DASH KIT;STANDARD;Lexus ES Series 1997-2001;1;1;0;0;0;1;086429126538;$15.63;$29.99
METRA;997954;DASH KIT;STANDARD;Suzuki SX4 2007-2013;1;1;0;0;0;2;086429165971;$9.00;$29.99
METRA;997881G;DASH KIT;ADV;Honda Civic 2012;0;0;0;0;0;;086429255832;$38.00;$74.99
METRA;997880B;DASH KIT;STANDARD;Honda Odyssey 2011-2013 DIN or DDIN kit;1;1;0;0;0;;086429248339;$13.25;$29.99
METRA;997878B;DASH KIT;STANDARD;2010-up Honda Insight Din/DDin kit;0;0;0;0;0;1;086429199037;$18.00;$49.99
METRA;997877S;DASH KIT;STANDARD;Honda Fit 2009-2013 - Silver;0;0;0;0;0;;086429190713;$19.35;$39.99
